role,champion_1,champion_2,duel_winrate,duel_games
MIDDLE,Xerath,Ryze,0.0,7
MIDDLE,Ryze,Xerath,1.0,7
JUNGLE,MasterYi,RekSai,0.25,8
JUNGLE,RekSai,MasterYi,0.75,8
JUNGLE,Zeri,Brand,0.0,1
JUNGLE,Brand,Zeri,1.0,1
TOP,Rumble,RekSai,0.0,1
TOP,RekSai,Rumble,1.0,1
UTILITY,Xerath,Maokai,0.5,2
UTILITY,Maokai,Xerath,0.5,2
TOP,Ryze,Lissandra,1.0,1
TOP,Lissandra,Ryze,0.0,1
JUNGLE,Skarner,Nasus,0.5,2
JUNGLE,Nasus,Skarner,0.5,2
MIDDLE,Velkoz,Annie,0.5,2
MIDDLE,Annie,Velkoz,0.5,2
JUNGLE,Karthus,Gnar,0.0,1
JUNGLE,Gnar,Karthus,1.0,1
UTILITY,Ashe,Nami,0.6666666666666666,3
UTILITY,Nami,Ashe,0.3333333333333333,3
TOP,Mordekaiser,Hecarim,0.0,1
TOP,Hecarim,Mordekaiser,1.0,1
TOP,Tryndamere,Mordekaiser,0.4,5
TOP,Mordekaiser,Tryndamere,0.6,5
UTILITY,Nami,Vex,0.0,1
UTILITY,Vex,Nami,1.0,1
JUNGLE,Hecarim,Poppy,1.0,2
JUNGLE,Poppy,Hecarim,0.0,2
TOP,Sylas,Diana,1.0,2
TOP,Diana,Sylas,0.0,2
MIDDLE,Azir,Kassadin,0.0,3
MIDDLE,Kassadin,Azir,1.0,3
TOP,Jax,Trundle,0.6666666666666666,3
TOP,Trundle,Jax,0.3333333333333333,3
JUNGLE,Trundle,Hecarim,0.2,5
JUNGLE,Hecarim,Trundle,0.8,5
TOP,TahmKench,Sion,0.75,4
TOP,Sion,TahmKench,0.25,4
TOP,Smolder,Trundle,0.0,1
TOP,Trundle,Smolder,1.0,1
TOP,Skarner,Malphite,1.0,1
TOP,Malphite,Skarner,0.0,1
UTILITY,Morgana,Mel,0.0,1
UTILITY,Mel,Morgana,1.0,1
BOTTOM,Annie,Lucian,0.0,1
BOTTOM,Lucian,Annie,1.0,1
MIDDLE,Taliyah,Teemo,0.0,1
MIDDLE,Teemo,Taliyah,1.0,1
BOTTOM,Zed,Ezreal,1.0,1
BOTTOM,Ezreal,Zed,0.0,1
JUNGLE,Hecarim,Briar,0.875,8
JUNGLE,Briar,Hecarim,0.125,8
UTILITY,Malzahar,Swain,1.0,1
UTILITY,Swain,Malzahar,0.0,1
JUNGLE,Kaisa,Nunu,1.0,1
JUNGLE,Nunu,Kaisa,0.0,1
TOP,Veigar,RekSai,0.0,1
TOP,RekSai,Veigar,1.0,1
UTILITY,Lulu,Syndra,0.0,1
UTILITY,Syndra,Lulu,1.0,1
BOTTOM,Veigar,Hwei,0.5,2
BOTTOM,Hwei,Veigar,0.5,2
MIDDLE,Morgana,Sivir,0.0,1
MIDDLE,Sivir,Morgana,1.0,1
BOTTOM,Ziggs,Chogath,0.0,1
BOTTOM,Chogath,Ziggs,1.0,1
TOP,RekSai,Zed,0.0,1
TOP,Zed,RekSai,1.0,1
TOP,Jax,Alistar,1.0,1
TOP,Alistar,Jax,0.0,1
TOP,Varus,DrMundo,0.6666666666666666,6
TOP,DrMundo,Varus,0.3333333333333333,6
MIDDLE,Morgana,Viktor,0.6666666666666666,3
MIDDLE,Viktor,Morgana,0.3333333333333333,3
MIDDLE,Vayne,Shen,1.0,1
MIDDLE,Shen,Vayne,0.0,1
TOP,Syndra,Kennen,0.5,2
TOP,Kennen,Syndra,0.5,2
TOP,XinZhao,Varus,0.0,4
TOP,Varus,XinZhao,1.0,4
MIDDLE,Ziggs,TwistedFate,0.5,2
MIDDLE,TwistedFate,Ziggs,0.5,2
TOP,RekSai,Ornn,0.16666666666666666,6
TOP,Ornn,RekSai,0.8333333333333334,6
UTILITY,Zoe,Milio,0.6666666666666666,3
UTILITY,Milio,Zoe,0.3333333333333333,3
TOP,Ashe,Sion,0.0,1
TOP,Sion,Ashe,1.0,1
BOTTOM,Velkoz,Lux,0.5,2
BOTTOM,Lux,Velkoz,0.5,2
UTILITY,Elise,Zoe,0.0,2
UTILITY,Zoe,Elise,1.0,2
BOTTOM,Hwei,Zeri,0.7142857142857143,7
BOTTOM,Zeri,Hwei,0.2857142857142857,7
MIDDLE,Zed,Ziggs,0.5,2
MIDDLE,Ziggs,Zed,0.5,2
UTILITY,Anivia,Camille,0.5,2
UTILITY,Camille,Anivia,0.5,2
TOP,Jax,Pyke,1.0,1
TOP,Pyke,Jax,0.0,1
JUNGLE,Sett,Nocturne,1.0,1
JUNGLE,Nocturne,Sett,0.0,1
MIDDLE,Renekton,TwistedFate,0.0,1
MIDDLE,TwistedFate,Renekton,1.0,1
TOP,Vi,Illaoi,0.0,1
TOP,Illaoi,Vi,1.0,1
JUNGLE,Heimerdinger,Poppy,0.0,1
JUNGLE,Poppy,Heimerdinger,1.0,1
MIDDLE,Belveth,Pantheon,1.0,1
MIDDLE,Pantheon,Belveth,0.0,1
TOP,Jayce,Sona,1.0,1
TOP,Sona,Jayce,0.0,1
JUNGLE,Urgot,Aatrox,1.0,1
JUNGLE,Aatrox,Urgot,0.0,1
JUNGLE,Talon,Ezreal,0.0,1
JUNGLE,Ezreal,Talon,1.0,1
UTILITY,Elise,Poppy,0.5,2
UTILITY,Poppy,Elise,0.5,2
JUNGLE,Skarner,FiddleSticks,0.6666666666666666,3
JUNGLE,FiddleSticks,Skarner,0.3333333333333333,3
MIDDLE,Diana,Anivia,0.45454545454545453,11
MIDDLE,Anivia,Diana,0.5454545454545454,11
TOP,Garen,Urgot,0.5714285714285714,7
TOP,Urgot,Garen,0.42857142857142855,7
UTILITY,Karthus,Pyke,0.0,1
UTILITY,Pyke,Karthus,1.0,1
TOP,Garen,MasterYi,0.5,2
TOP,MasterYi,Garen,0.5,2
TOP,Chogath,Nasus,0.5,2
TOP,Nasus,Chogath,0.5,2
UTILITY,Orianna,Janna,1.0,2
UTILITY,Janna,Orianna,0.0,2
MIDDLE,Akshan,Kennen,0.0,1
MIDDLE,Kennen,Akshan,1.0,1
BOTTOM,Ahri,Corki,0.0,1
BOTTOM,Corki,Ahri,1.0,1
JUNGLE,Kindred,Ezreal,0.0,1
JUNGLE,Ezreal,Kindred,1.0,1
UTILITY,Maokai,Morgana,0.5,2
UTILITY,Morgana,Maokai,0.5,2
UTILITY,Nami,Aurora,1.0,1
UTILITY,Aurora,Nami,0.0,1
MIDDLE,Akshan,Pyke,0.0,1
MIDDLE,Pyke,Akshan,1.0,1
TOP,Teemo,Aatrox,0.0,4
TOP,Aatrox,Teemo,1.0,4
UTILITY,Qiyana,Pantheon,0.0,1
UTILITY,Pantheon,Qiyana,1.0,1
TOP,Fiora,Annie,0.5,2
TOP,Annie,Fiora,0.5,2
JUNGLE,Elise,Pantheon,0.5384615384615384,13
JUNGLE,Pantheon,Elise,0.46153846153846156,13
MIDDLE,Riven,Sylas,0.3684210526315789,19
MIDDLE,Sylas,Riven,0.631578947368421,19
UTILITY,Heimerdinger,Elise,0.0,1
UTILITY,Elise,Heimerdinger,1.0,1
JUNGLE,Sejuani,Gnar,0.0,1
JUNGLE,Gnar,Sejuani,1.0,1
MIDDLE,Heimerdinger,Ryze,0.5,2
MIDDLE,Ryze,Heimerdinger,0.5,2
BOTTOM,Jax,Katarina,0.5,2
BOTTOM,Katarina,Jax,0.5,2
MIDDLE,Draven,Leblanc,0.0,1
MIDDLE,Leblanc,Draven,1.0,1
TOP,Annie,Riven,0.3333333333333333,3
TOP,Riven,Annie,0.6666666666666666,3
TOP,Anivia,Teemo,0.7142857142857143,7
TOP,Teemo,Anivia,0.2857142857142857,7
TOP,Darius,TwistedFate,0.5,4
TOP,TwistedFate,Darius,0.5,4
MIDDLE,DrMundo,Orianna,0.0,1
MIDDLE,Orianna,DrMundo,1.0,1
MIDDLE,Vladimir,Bard,0.0,1
MIDDLE,Bard,Vladimir,1.0,1
BOTTOM,Lucian,Singed,0.0,2
BOTTOM,Singed,Lucian,1.0,2
JUNGLE,Elise,Vayne,0.5,2
JUNGLE,Vayne,Elise,0.5,2
MIDDLE,Vex,TwistedFate,0.5,6
MIDDLE,TwistedFate,Vex,0.5,6
UTILITY,Pyke,AurelionSol,0.0,1
UTILITY,AurelionSol,Pyke,1.0,1
BOTTOM,Zeri,Cassiopeia,0.75,4
BOTTOM,Cassiopeia,Zeri,0.25,4
JUNGLE,Kaisa,Pantheon,0.0,1
JUNGLE,Pantheon,Kaisa,1.0,1
JUNGLE,Zed,Vayne,0.0,1
JUNGLE,Vayne,Zed,1.0,1
TOP,Ezreal,Vayne,0.6666666666666666,3
TOP,Vayne,Ezreal,0.3333333333333333,3
MIDDLE,Pyke,Annie,1.0,1
MIDDLE,Annie,Pyke,0.0,1
TOP,Olaf,Tryndamere,0.6,5
TOP,Tryndamere,Olaf,0.4,5
MIDDLE,Draven,Zilean,1.0,1
MIDDLE,Zilean,Draven,0.0,1
UTILITY,Nami,Hwei,1.0,1
UTILITY,Hwei,Nami,0.0,1
JUNGLE,Vayne,Jayce,0.0,2
JUNGLE,Jayce,Vayne,1.0,2
TOP,Yasuo,Janna,0.0,1
TOP,Janna,Yasuo,1.0,1
UTILITY,Milio,Senna,0.5,34
UTILITY,Senna,Milio,0.5,34
JUNGLE,Rumble,Jayce,0.0,1
JUNGLE,Jayce,Rumble,1.0,1
TOP,Urgot,Yunara,0.5,2
TOP,Yunara,Urgot,0.5,2
JUNGLE,Kayle,Chogath,1.0,1
JUNGLE,Chogath,Kayle,0.0,1
TOP,Yunara,Garen,0.5,2
TOP,Garen,Yunara,0.5,2
BOTTOM,Syndra,Heimerdinger,0.0,2
BOTTOM,Heimerdinger,Syndra,1.0,2
UTILITY,Mel,Bard,0.3333333333333333,3
UTILITY,Bard,Mel,0.6666666666666666,3
BOTTOM,Heimerdinger,Yunara,0.25,4
BOTTOM,Yunara,Heimerdinger,0.75,4
UTILITY,Cassiopeia,Karma,1.0,2
UTILITY,Karma,Cassiopeia,0.0,2
TOP,Sylas,Singed,0.6666666666666666,3
TOP,Singed,Sylas,0.3333333333333333,3
BOTTOM,Kaisa,TahmKench,0.5,2
BOTTOM,TahmKench,Kaisa,0.5,2
MIDDLE,Orianna,Diana,0.8571428571428571,7
MIDDLE,Diana,Orianna,0.14285714285714285,7
BOTTOM,Teemo,Mel,1.0,1
BOTTOM,Mel,Teemo,0.0,1
MIDDLE,Urgot,Smolder,1.0,1
MIDDLE,Smolder,Urgot,0.0,1
MIDDLE,Zilean,Azir,0.0,1
MIDDLE,Azir,Zilean,1.0,1
UTILITY,Milio,Anivia,0.0,3
UTILITY,Anivia,Milio,1.0,3
MIDDLE,Malphite,Zed,0.75,12
MIDDLE,Zed,Malphite,0.25,12
JUNGLE,Ezreal,Pantheon,0.0,1
JUNGLE,Pantheon,Ezreal,1.0,1
TOP,Urgot,Annie,0.5,2
TOP,Annie,Urgot,0.5,2
MIDDLE,Quinn,Karma,0.5,2
MIDDLE,Karma,Quinn,0.5,2
UTILITY,Neeko,Morgana,1.0,4
UTILITY,Morgana,Neeko,0.0,4
TOP,Gragas,Katarina,0.5,2
TOP,Katarina,Gragas,0.5,2
BOTTOM,Belveth,Lucian,0.0,1
BOTTOM,Lucian,Belveth,1.0,1
UTILITY,Velkoz,Milio,0.42857142857142855,7
UTILITY,Milio,Velkoz,0.5714285714285714,7
MIDDLE,Diana,Annie,0.0,2
MIDDLE,Annie,Diana,1.0,2
JUNGLE,Taliyah,Udyr,0.5,6
JUNGLE,Udyr,Taliyah,0.5,6
MIDDLE,Aurora,Jhin,0.0,1
MIDDLE,Jhin,Aurora,1.0,1
BOTTOM,Zyra,Ashe,0.2857142857142857,7
BOTTOM,Ashe,Zyra,0.7142857142857143,7
JUNGLE,Nocturne,Brand,0.375,8
JUNGLE,Brand,Nocturne,0.625,8
MIDDLE,Yasuo,Garen,0.0,1
MIDDLE,Garen,Yasuo,1.0,1
TOP,Ornn,Smolder,0.25,4
TOP,Smolder,Ornn,0.75,4
JUNGLE,Elise,Kayn,0.5,12
JUNGLE,Kayn,Elise,0.5,12
JUNGLE,Sylas,Nidalee,0.5238095238095238,21
JUNGLE,Nidalee,Sylas,0.47619047619047616,21
TOP,Urgot,Brand,0.5,2
TOP,Brand,Urgot,0.5,2
UTILITY,LeeSin,Pyke,1.0,1
UTILITY,Pyke,LeeSin,0.0,1
JUNGLE,Rammus,Aatrox,1.0,1
JUNGLE,Aatrox,Rammus,0.0,1
JUNGLE,Teemo,Graves,0.375,8
JUNGLE,Graves,Teemo,0.625,8
MIDDLE,Yasuo,Zac,1.0,3
MIDDLE,Zac,Yasuo,0.0,3
TOP,Janna,Sona,1.0,1
TOP,Sona,Janna,0.0,1
BOTTOM,Yasuo,Smolder,0.3333333333333333,21
BOTTOM,Smolder,Yasuo,0.6666666666666666,21
BOTTOM,Diana,Yasuo,0.5,2
BOTTOM,Yasuo,Diana,0.5,2
TOP,MasterYi,Zaahen,1.0,1
TOP,Zaahen,MasterYi,0.0,1
BOTTOM,Kindred,Kaisa,1.0,1
BOTTOM,Kaisa,Kindred,0.0,1
TOP,Fizz,Zaahen,0.0,1
TOP,Zaahen,Fizz,1.0,1
UTILITY,Lulu,Heimerdinger,0.5,2
UTILITY,Heimerdinger,Lulu,0.5,2
UTILITY,Ornn,KSante,0.0,1
UTILITY,KSante,Ornn,1.0,1
BOTTOM,Kindred,Ezreal,0.0,1
BOTTOM,Ezreal,Kindred,1.0,1
MIDDLE,Gnar,Hwei,1.0,1
MIDDLE,Hwei,Gnar,0.0,1
MIDDLE,Vayne,Malzahar,1.0,1
MIDDLE,Malzahar,Vayne,0.0,1
TOP,TahmKench,Gangplank,0.5,2
TOP,Gangplank,TahmKench,0.5,2
UTILITY,Alistar,Sion,1.0,4
UTILITY,Sion,Alistar,0.0,4
TOP,Riven,Leblanc,0.3333333333333333,3
TOP,Leblanc,Riven,0.6666666666666666,3
UTILITY,Rakan,Syndra,0.0,1
UTILITY,Syndra,Rakan,1.0,1
JUNGLE,Jax,Karthus,0.0,1
JUNGLE,Karthus,Jax,1.0,1
TOP,Soraka,Yorick,0.0,1
TOP,Yorick,Soraka,1.0,1
MIDDLE,Vayne,Azir,1.0,1
MIDDLE,Azir,Vayne,0.0,1
BOTTOM,Heimerdinger,AurelionSol,0.5,2
BOTTOM,AurelionSol,Heimerdinger,0.5,2
TOP,Yorick,Yone,0.25,8
TOP,Yone,Yorick,0.75,8
BOTTOM,Kaisa,Akshan,0.0,2
BOTTOM,Akshan,Kaisa,1.0,2
MIDDLE,Gangplank,Yasuo,0.3333333333333333,3
MIDDLE,Yasuo,Gangplank,0.6666666666666666,3
BOTTOM,Lucian,Anivia,1.0,2
BOTTOM,Anivia,Lucian,0.0,2
MIDDLE,Urgot,Yasuo,0.0,1
MIDDLE,Yasuo,Urgot,1.0,1
JUNGLE,Teemo,Malzahar,0.0,1
JUNGLE,Malzahar,Teemo,1.0,1
BOTTOM,Lucian,Pyke,1.0,1
BOTTOM,Pyke,Lucian,0.0,1
MIDDLE,Twitch,Lux,1.0,1
MIDDLE,Lux,Twitch,0.0,1
JUNGLE,Viego,Vayne,0.4,5
JUNGLE,Vayne,Viego,0.6,5
BOTTOM,Jinx,Qiyana,0.0,1
BOTTOM,Qiyana,Jinx,1.0,1
TOP,Quinn,Janna,0.0,1
TOP,Janna,Quinn,1.0,1
BOTTOM,Sion,Kaisa,0.0,1
BOTTOM,Kaisa,Sion,1.0,1
MIDDLE,Vayne,Darius,0.0,1
MIDDLE,Darius,Vayne,1.0,1
TOP,Kennen,Akali,0.5,6
TOP,Akali,Kennen,0.5,6
MIDDLE,Yasuo,Twitch,1.0,1
MIDDLE,Twitch,Yasuo,0.0,1
MIDDLE,Irelia,Nautilus,0.0,1
MIDDLE,Nautilus,Irelia,1.0,1
TOP,Cassiopeia,Yunara,0.0,1
TOP,Yunara,Cassiopeia,1.0,1
UTILITY,Alistar,Kennen,0.0,2
UTILITY,Kennen,Alistar,1.0,2
MIDDLE,Aurora,Twitch,0.5,2
MIDDLE,Twitch,Aurora,0.5,2
UTILITY,Camille,Varus,0.0,1
UTILITY,Varus,Camille,1.0,1
TOP,Chogath,Ashe,1.0,1
TOP,Ashe,Chogath,0.0,1
TOP,Skarner,Velkoz,0.0,1
TOP,Velkoz,Skarner,1.0,1
MIDDLE,Naafiri,Lucian,1.0,1
MIDDLE,Lucian,Naafiri,0.0,1
TOP,Pantheon,Ryze,0.5,2
TOP,Ryze,Pantheon,0.5,2
UTILITY,Rakan,Gragas,0.5,2
UTILITY,Gragas,Rakan,0.5,2
MIDDLE,Galio,Veigar,0.6,5
MIDDLE,Veigar,Galio,0.4,5
MIDDLE,Syndra,Heimerdinger,1.0,2
MIDDLE,Heimerdinger,Syndra,0.0,2
MIDDLE,Cassiopeia,Mel,0.5,2
MIDDLE,Mel,Cassiopeia,0.5,2
MIDDLE,Hwei,DrMundo,0.5,2
MIDDLE,DrMundo,Hwei,0.5,2
BOTTOM,Ezreal,Garen,0.0,1
BOTTOM,Garen,Ezreal,1.0,1
MIDDLE,Nasus,Diana,1.0,2
MIDDLE,Diana,Nasus,0.0,2
JUNGLE,Evelynn,Gnar,1.0,1
JUNGLE,Gnar,Evelynn,0.0,1
MIDDLE,Darius,Aurora,1.0,1
MIDDLE,Aurora,Darius,0.0,1
TOP,Mel,MasterYi,1.0,1
TOP,MasterYi,Mel,0.0,1
MIDDLE,DrMundo,Yasuo,1.0,1
MIDDLE,Yasuo,DrMundo,0.0,1
TOP,Janna,Tryndamere,1.0,1
TOP,Tryndamere,Janna,0.0,1
TOP,Smolder,Renekton,0.3333333333333333,3
TOP,Renekton,Smolder,0.6666666666666666,3
UTILITY,Galio,TahmKench,1.0,1
UTILITY,TahmKench,Galio,0.0,1
MIDDLE,AurelionSol,Kayle,0.5,2
MIDDLE,Kayle,AurelionSol,0.5,2
JUNGLE,Aatrox,Gwen,0.3333333333333333,3
JUNGLE,Gwen,Aatrox,0.6666666666666666,3
BOTTOM,Belveth,Xayah,0.0,1
BOTTOM,Xayah,Belveth,1.0,1
JUNGLE,Elise,Rammus,0.0,1
JUNGLE,Rammus,Elise,1.0,1
UTILITY,Leona,Heimerdinger,0.5,2
UTILITY,Heimerdinger,Leona,0.5,2
BOTTOM,Akshan,Lucian,0.6666666666666666,3
BOTTOM,Lucian,Akshan,0.3333333333333333,3
TOP,Jayce,Leblanc,0.6666666666666666,3
TOP,Leblanc,Jayce,0.3333333333333333,3
BOTTOM,Syndra,Draven,0.4,5
BOTTOM,Draven,Syndra,0.6,5
BOTTOM,Aphelios,Zyra,0.5,2
BOTTOM,Zyra,Aphelios,0.5,2
UTILITY,Nautilus,Ornn,0.0,1
UTILITY,Ornn,Nautilus,1.0,1
UTILITY,Jhin,Rell,0.0,1
UTILITY,Rell,Jhin,1.0,1
UTILITY,Janna,Zyra,0.0,3
UTILITY,Zyra,Janna,1.0,3
UTILITY,Shen,Blitzcrank,0.0,2
UTILITY,Blitzcrank,Shen,1.0,2
JUNGLE,Trundle,Sejuani,0.5,2
JUNGLE,Sejuani,Trundle,0.5,2
TOP,Gwen,Vayne,0.25,4
TOP,Vayne,Gwen,0.75,4
UTILITY,Blitzcrank,Leblanc,0.5,2
UTILITY,Leblanc,Blitzcrank,0.5,2
TOP,Viktor,Kennen,1.0,1
TOP,Kennen,Viktor,0.0,1
UTILITY,Nasus,Lulu,0.5,2
UTILITY,Lulu,Nasus,0.5,2
TOP,Mordekaiser,Olaf,0.2222222222222222,9
TOP,Olaf,Mordekaiser,0.7777777777777778,9
TOP,Karma,Renekton,0.75,4
TOP,Renekton,Karma,0.25,4
JUNGLE,Vayne,Sion,1.0,1
JUNGLE,Sion,Vayne,0.0,1
MIDDLE,Nasus,Teemo,1.0,1
MIDDLE,Teemo,Nasus,0.0,1
JUNGLE,Zed,Naafiri,0.5714285714285714,7
JUNGLE,Naafiri,Zed,0.42857142857142855,7
BOTTOM,Yasuo,Tristana,0.5,8
BOTTOM,Tristana,Yasuo,0.5,8
JUNGLE,Kayle,Nidalee,0.5,2
JUNGLE,Nidalee,Kayle,0.5,2
TOP,Fiora,Graves,1.0,1
TOP,Graves,Fiora,0.0,1
BOTTOM,Sion,Velkoz,0.5,2
BOTTOM,Velkoz,Sion,0.5,2
BOTTOM,Ashe,Fiora,0.2,5
BOTTOM,Fiora,Ashe,0.8,5
JUNGLE,Nocturne,Olaf,0.2,5
JUNGLE,Olaf,Nocturne,0.8,5
MIDDLE,Garen,Singed,0.0,1
MIDDLE,Singed,Garen,1.0,1
BOTTOM,Fiora,Ziggs,0.6666666666666666,3
BOTTOM,Ziggs,Fiora,0.3333333333333333,3
JUNGLE,Gnar,Ambessa,0.0,2
JUNGLE,Ambessa,Gnar,1.0,2
JUNGLE,Teemo,Aatrox,0.0,1
JUNGLE,Aatrox,Teemo,1.0,1
BOTTOM,Caitlyn,Yone,0.0,1
BOTTOM,Yone,Caitlyn,1.0,1
MIDDLE,TwistedFate,Singed,0.3333333333333333,3
MIDDLE,Singed,TwistedFate,0.6666666666666666,3
TOP,Volibear,LeeSin,0.0,2
TOP,LeeSin,Volibear,1.0,2
UTILITY,Shen,Poppy,1.0,1
UTILITY,Poppy,Shen,0.0,1
TOP,Gragas,Jhin,0.0,1
TOP,Jhin,Gragas,1.0,1
BOTTOM,Yasuo,Viktor,0.2,5
BOTTOM,Viktor,Yasuo,0.8,5
MIDDLE,Zed,Renekton,0.0,2
MIDDLE,Renekton,Zed,1.0,2
JUNGLE,Shen,Nunu,0.5,2
JUNGLE,Nunu,Shen,0.5,2
MIDDLE,Ambessa,Zoe,1.0,1
MIDDLE,Zoe,Ambessa,0.0,1
TOP,Shen,Veigar,1.0,2
TOP,Veigar,Shen,0.0,2
JUNGLE,Riven,Zed,1.0,1
JUNGLE,Zed,Riven,0.0,1
MIDDLE,Leblanc,Poppy,1.0,2
MIDDLE,Poppy,Leblanc,0.0,2
UTILITY,Nami,Zaahen,1.0,1
UTILITY,Zaahen,Nami,0.0,1
MIDDLE,Darius,Viktor,0.0,1
MIDDLE,Viktor,Darius,1.0,1
UTILITY,Anivia,Velkoz,0.5,2
UTILITY,Velkoz,Anivia,0.5,2
JUNGLE,Lillia,Neeko,0.0,1
JUNGLE,Neeko,Lillia,1.0,1
JUNGLE,JarvanIV,Gragas,0.4,5
JUNGLE,Gragas,JarvanIV,0.6,5
TOP,Ryze,Gnar,0.4,5
TOP,Gnar,Ryze,0.6,5
JUNGLE,Shen,Skarner,0.3333333333333333,3
JUNGLE,Skarner,Shen,0.6666666666666666,3
TOP,Briar,Varus,1.0,1
TOP,Varus,Briar,0.0,1
JUNGLE,Nasus,Ivern,0.6666666666666666,3
JUNGLE,Ivern,Nasus,0.3333333333333333,3
TOP,Riven,Swain,0.6666666666666666,3
TOP,Swain,Riven,0.3333333333333333,3
MIDDLE,Akali,Karthus,0.6666666666666666,3
MIDDLE,Karthus,Akali,0.3333333333333333,3
JUNGLE,Zyra,Brand,0.0,4
JUNGLE,Brand,Zyra,1.0,4
MIDDLE,Chogath,Yasuo,0.6666666666666666,6
MIDDLE,Yasuo,Chogath,0.3333333333333333,6
JUNGLE,Kindred,Shaco,0.1,10
JUNGLE,Shaco,Kindred,0.9,10
MIDDLE,Irelia,Heimerdinger,0.0,1
MIDDLE,Heimerdinger,Irelia,1.0,1
JUNGLE,Hecarim,Nocturne,0.75,8
JUNGLE,Nocturne,Hecarim,0.25,8
TOP,Shen,Teemo,0.5,4
TOP,Teemo,Shen,0.5,4
TOP,KSante,Mordekaiser,0.6,5
TOP,Mordekaiser,KSante,0.4,5
BOTTOM,Swain,Karthus,0.25,4
BOTTOM,Karthus,Swain,0.75,4
JUNGLE,FiddleSticks,Morgana,0.0,2
JUNGLE,Morgana,FiddleSticks,1.0,2
MIDDLE,Taliyah,Talon,0.0,1
MIDDLE,Talon,Taliyah,1.0,1
TOP,Zaahen,Urgot,0.0,2
TOP,Urgot,Zaahen,1.0,2
TOP,Darius,Akshan,0.5,4
TOP,Akshan,Darius,0.5,4
TOP,Malphite,Zyra,0.5,2
TOP,Zyra,Malphite,0.5,2
JUNGLE,Warwick,Nunu,1.0,1
JUNGLE,Nunu,Warwick,0.0,1
BOTTOM,Jhin,Zilean,0.0,3
BOTTOM,Zilean,Jhin,1.0,3
BOTTOM,Vladimir,AurelionSol,0.5,4
BOTTOM,AurelionSol,Vladimir,0.5,4
MIDDLE,Hwei,Singed,0.5,4
MIDDLE,Singed,Hwei,0.5,4
TOP,Darius,Shyvana,0.14285714285714285,7
TOP,Shyvana,Darius,0.8571428571428571,7
UTILITY,RekSai,Karma,0.0,1
UTILITY,Karma,RekSai,1.0,1
JUNGLE,Lillia,Briar,0.5,4
JUNGLE,Briar,Lillia,0.5,4
MIDDLE,Ezreal,Taliyah,0.6,5
MIDDLE,Taliyah,Ezreal,0.4,5
JUNGLE,Briar,FiddleSticks,0.3333333333333333,6
JUNGLE,FiddleSticks,Briar,0.6666666666666666,6
UTILITY,Mel,Neeko,1.0,2
UTILITY,Neeko,Mel,0.0,2
MIDDLE,TwistedFate,Fizz,0.875,8
MIDDLE,Fizz,TwistedFate,0.125,8
TOP,Sett,Illaoi,1.0,2
TOP,Illaoi,Sett,0.0,2
MIDDLE,Kaisa,Taliyah,0.5,2
MIDDLE,Taliyah,Kaisa,0.5,2
JUNGLE,FiddleSticks,Evelynn,0.5,4
JUNGLE,Evelynn,FiddleSticks,0.5,4
MIDDLE,KSante,Qiyana,0.3333333333333333,3
MIDDLE,Qiyana,KSante,0.6666666666666666,3
MIDDLE,Diana,Viktor,0.5454545454545454,11
MIDDLE,Viktor,Diana,0.45454545454545453,11
MIDDLE,Akshan,Velkoz,0.6666666666666666,6
MIDDLE,Velkoz,Akshan,0.3333333333333333,6
TOP,Karthus,Gnar,1.0,1
TOP,Gnar,Karthus,0.0,1
MIDDLE,Twitch,Ahri,0.5,2
MIDDLE,Ahri,Twitch,0.5,2
UTILITY,Maokai,Lux,0.3333333333333333,3
UTILITY,Lux,Maokai,0.6666666666666666,3
TOP,KSante,Viego,1.0,1
TOP,Viego,KSante,0.0,1
MIDDLE,Sylas,Naafiri,0.8333333333333334,6
MIDDLE,Naafiri,Sylas,0.16666666666666666,6
TOP,Garen,Lissandra,1.0,3
TOP,Lissandra,Garen,0.0,3
UTILITY,TahmKench,Renata,1.0,2
UTILITY,Renata,TahmKench,0.0,2
MIDDLE,Akshan,Fizz,0.5714285714285714,7
MIDDLE,Fizz,Akshan,0.42857142857142855,7
UTILITY,Brand,Taric,0.0,2
UTILITY,Taric,Brand,1.0,2
TOP,Aphelios,Varus,0.0,1
TOP,Varus,Aphelios,1.0,1
TOP,Singed,Mordekaiser,0.75,4
TOP,Mordekaiser,Singed,0.25,4
UTILITY,Poppy,Gragas,0.5,2
UTILITY,Gragas,Poppy,0.5,2
JUNGLE,LeeSin,Volibear,1.0,2
JUNGLE,Volibear,LeeSin,0.0,2
TOP,Shen,Kayn,0.0,1
TOP,Kayn,Shen,1.0,1
MIDDLE,Veigar,Brand,0.0,2
MIDDLE,Brand,Veigar,1.0,2
MIDDLE,Ornn,Akshan,1.0,2
MIDDLE,Akshan,Ornn,0.0,2
JUNGLE,Sejuani,Malzahar,1.0,1
JUNGLE,Malzahar,Sejuani,0.0,1
TOP,Irelia,Zilean,0.75,4
TOP,Zilean,Irelia,0.25,4
JUNGLE,Rammus,Jax,0.0,1
JUNGLE,Jax,Rammus,1.0,1
UTILITY,KogMaw,Blitzcrank,1.0,1
UTILITY,Blitzcrank,KogMaw,0.0,1
TOP,TahmKench,Aatrox,0.0,2
TOP,Aatrox,TahmKench,1.0,2
UTILITY,Shen,Nautilus,0.4,5
